,Store,DayOfWeek,Date,Customers,Open,Promo,StateHoliday,SchoolHoliday
222417,533,2,2015-01-13,1151,1,1,0,0
697042,953,2,2013-10-15,550,1,0,0,0
316271,495,2,2014-10-07,407,1,1,0,0
703265,486,3,2013-10-09,542,1,1,0,0
636330,451,7,2013-12-08,0,0,0,0,0
678761,512,4,2013-10-31,1410,1,0,0,1
22180,996,7,2015-07-12,0,0,0,0,0
818800,61,4,2013-06-27,447,1,0,0,0
810305,486,5,2013-07-05,600,1,1,0,0
827538,994,4,2013-06-20,473,1,1,0,0
755767,583,5,2013-08-23,432,1,0,0,1
266095,874,7,2014-11-30,0,0,0,0,0
344496,714,7,2014-09-07,0,0,0,0,0
441090,336,7,2014-06-01,0,0,0,0,0
525826,332,1,2014-03-17,756,1,1,0,0
552308,54,5,2014-02-21,828,1,1,0,0
851084,10,3,2013-05-29,601,1,1,0,0
239041,949,1,2014-12-29,481,1,0,0,1
45891,177,6,2015-06-20,202,1,0,0,0
642946,377,1,2013-12-02,1387,1,1,0,0
6270,696,7,2015-07-26,0,0,0,0,0
219357,818,5,2015-01-16,676,1,1,0,0
325826,749,6,2014-09-27,281,1,0,0,0
347601,1063,4,2014-09-04,523,1,1,0,0
385561,616,5,2014-07-25,765,1,0,0,1
675457,553,7,2013-11-03,0,0,0,0,0
248656,150,4,2014-12-18,1141,1,1,0,0
843615,346,3,2013-06-05,552,1,1,0,0
266950,783,6,2014-11-29,656,1,0,0,0
666060,76,1,2013-11-11,828,1,0,0,0
364403,1031,7,2014-08-17,0,0,0,0,0
636735,856,7,2013-12-08,0,0,0,0,0
68212,198,7,2015-05-31,0,0,0,0,0
348169,626,3,2014-09-03,815,1,1,0,0
186816,612,6,2015-02-14,445,1,0,0,0
603117,688,2,2014-01-07,704,1,1,0,0
574542,1103,7,2014-02-02,0,0,0,0,0
337626,324,7,2014-09-14,0,0,0,0,0
98463,344,1,2015-05-04,1650,1,1,0,0
452056,152,4,2014-05-22,626,1,1,0,0
835038,689,4,2013-06-13,598,1,0,0,0
185286,197,7,2015-02-15,0,0,0,0,0
667191,92,7,2013-11-10,0,0,0,0,0
99587,353,7,2015-05-03,1869,1,0,0,0
291964,499,7,2014-11-02,0,0,0,0,0
335013,549,3,2014-09-17,554,1,1,0,0
444359,260,4,2014-05-29,0,0,0,a,0
340008,935,5,2014-09-12,555,1,0,0,0
3553,209,2,2015-07-28,706,1,1,0,1
24294,880,5,2015-07-10,838,1,0,0,0
67881,982,1,2015-06-01,1089,1,1,0,0
204176,132,4,2015-01-29,682,1,1,0,0
831212,208,7,2013-06-16,0,0,0,0,0
10232,198,3,2015-07-22,223,1,0,0,1
617745,821,3,2013-12-25,0,0,0,c,1
56746,997,4,2015-06-11,310,1,0,0,0
350891,527,7,2014-08-31,0,0,0,0,0
713656,842,1,2013-09-30,1018,1,0,0,0
580135,6,1,2014-01-27,505,1,0,0,0
179581,67,5,2015-02-20,842,1,1,0,0
599017,1048,6,2014-01-11,482,1,0,0,0
203484,555,5,2015-01-30,497,1,1,0,0
14050,671,7,2015-07-19,0,0,0,0,0
252933,791,7,2014-12-14,0,0,0,0,0
622284,900,6,2013-12-21,680,1,0,0,0
733890,1006,4,2013-09-12,881,1,1,0,0
711910,211,2,2013-10-01,1414,1,0,0,1
30200,96,6,2015-07-04,207,1,0,0,0
306255,824,6,2014-10-18,599,1,0,0,0
356977,1093,1,2014-08-25,832,1,0,0,1
776727,358,7,2013-08-04,0,0,0,0,0
452236,332,4,2014-05-22,541,1,1,0,0
176463,294,1,2015-02-23,650,1,0,0,0
192667,888,1,2015-02-09,705,1,0,0,0
794393,184,5,2013-07-19,720,1,1,0,0
557550,836,1,2014-02-17,1096,1,1,0,1
261456,922,5,2014-12-05,895,1,1,0,0
247082,496,6,2014-12-20,941,1,0,0,0
164646,742,5,2015-03-06,958,1,1,0,0
432977,28,7,2014-06-08,0,0,0,0,0
610176,1057,3,2014-01-01,0,0,0,a,1
435165,1101,6,2014-06-07,918,1,0,0,0
568232,368,5,2014-02-07,787,1,1,0,0
163828,1039,6,2015-03-07,1273,1,0,0,0
734386,387,3,2013-09-11,1274,1,1,0,0
664991,122,2,2013-11-12,545,1,0,0,0
25250,721,4,2015-07-09,693,1,0,0,0
560549,490,5,2014-02-14,1059,1,0,0,0
386706,870,4,2014-07-24,0,0,0,0,1
66319,535,2,2015-06-02,1123,1,1,0,0
253555,410,6,2014-12-13,828,1,0,0,0
559519,575,6,2014-02-15,223,1,0,0,0
323982,780,1,2014-09-29,1002,1,1,0,0
447684,240,1,2014-05-26,464,1,0,0,0
264680,307,1,2014-12-01,416,1,1,0,0
663057,418,4,2013-11-14,446,1,0,0,0
485373,19,2,2014-04-22,659,1,0,0,1
471954,1095,1,2014-05-05,851,1,1,0,0
756520,221,4,2013-08-22,454,1,0,0,0
91156,842,1,2015-05-11,1055,1,0,0,0
525312,933,2,2014-03-18,980,1,1,0,0
680727,248,2,2013-10-29,861,1,0,0,0
254042,994,6,2014-12-13,287,1,0,0,0
708497,143,5,2013-10-04,629,1,0,0,1
44400,916,1,2015-06-22,603,1,0,0,0
299853,990,6,2014-10-25,500,1,0,0,0
624882,153,3,2013-12-18,1012,1,1,0,0
448790,231,7,2014-05-25,0,0,0,0,0
337599,294,7,2014-09-14,0,0,0,0,0
114393,664,1,2015-04-20,558,1,0,0,0
736582,353,1,2013-09-09,1318,1,1,0,0
46269,555,6,2015-06-20,368,1,0,0,0
90150,951,2,2015-05-12,657,1,0,0,0
31301,82,5,2015-07-03,968,1,1,0,1
793111,17,6,2013-07-20,361,1,0,0,0
781836,1007,3,2013-07-31,1032,1,1,0,1
453984,965,3,2014-05-21,953,1,1,0,0
804772,528,3,2013-07-10,789,1,0,0,0
47305,476,5,2015-06-19,708,1,1,0,0
494,495,5,2015-07-31,492,1,1,0,1
411786,22,5,2014-06-27,516,1,0,0,0
514649,305,4,2014-03-27,412,1,0,0,0
187886,567,5,2015-02-13,614,1,0,0,0
499392,658,4,2014-04-10,559,1,0,0,0
130434,1095,1,2015-04-06,0,0,0,b,1
479240,576,1,2014-04-28,1234,1,1,0,0
325305,120,6,2014-09-27,541,1,0,0,0
396015,824,1,2014-07-14,1061,1,1,0,1
566232,598,7,2014-02-09,0,0,0,0,0
573398,1074,1,2014-02-03,802,1,1,0,0
847879,150,6,2013-06-01,760,1,0,0,0
852632,443,2,2013-05-28,548,1,1,0,0
559646,702,6,2014-02-15,261,1,0,0,0
353520,323,4,2014-08-28,537,1,0,0,1
51973,684,1,2015-06-15,930,1,1,0,0
364839,437,6,2014-08-16,974,1,0,0,0
679578,214,3,2013-10-30,601,1,0,0,1
185912,823,7,2015-02-15,0,0,0,0,0
414773,779,3,2014-06-25,567,1,0,0,0
635612,848,1,2013-12-09,730,1,0,0,0
158042,828,4,2015-03-12,586,1,0,0,0
109270,1,5,2015-04-24,437,1,0,0,0
628722,648,7,2013-12-15,0,0,0,0,0
51300,11,1,2015-06-15,1209,1,1,0,0
744570,536,1,2013-09-02,924,1,0,0,1
139151,892,7,2015-03-29,0,0,0,0,0
227684,225,4,2015-01-08,592,1,1,0,0
160381,937,2,2015-03-10,500,1,0,0,0
108152,1113,7,2015-04-26,0,0,0,0,0
476902,468,3,2014-04-30,898,1,1,0,1
166551,417,3,2015-03-04,830,1,1,0,0
235212,1063,5,2015-01-02,532,1,0,0,1
555923,324,2,2014-02-18,1022,1,1,0,0
371366,411,6,2014-08-09,694,1,0,0,1
812769,720,3,2013-07-03,775,1,1,0,1
794780,571,5,2013-07-19,604,1,1,0,0
368380,207,2,2014-08-12,1216,1,0,0,1
829777,1003,2,2013-06-18,1092,1,1,0,0
377749,228,6,2014-08-02,607,1,0,0,0
696555,466,2,2013-10-15,651,1,0,0,0
801678,779,6,2013-07-13,253,1,0,0,0
369913,917,1,2014-08-11,715,1,0,0,1
570708,614,3,2014-02-05,839,1,1,0,0
777526,42,6,2013-08-03,877,1,0,0,0
637228,234,6,2013-12-07,956,1,0,0,0
182180,436,3,2015-02-18,607,1,1,0,1
839683,874,7,2013-06-09,0,0,0,0,0
461473,649,3,2014-05-14,324,1,0,0,0
169309,945,1,2015-03-02,631,1,1,0,0
336193,844,2,2014-09-16,458,1,1,0,0
51672,383,1,2015-06-15,2488,1,1,0,0
770600,921,6,2013-08-10,425,1,0,0,0
115314,470,7,2015-04-19,0,0,0,0,0
550012,1103,1,2014-02-24,287,1,0,0,0
454365,231,2,2014-05-20,411,1,1,0,0
20546,477,1,2015-07-13,623,1,1,0,0
216087,893,1,2015-01-19,833,1,0,0,0
607699,810,5,2014-01-03,479,1,0,0,1
162545,871,7,2015-03-08,0,0,0,0,0
185769,680,7,2015-02-15,0,0,0,0,0
451285,496,5,2014-05-23,762,1,1,0,0
231728,924,1,2015-01-05,583,1,1,0,1
503239,45,7,2014-04-06,0,0,0,0,0
444737,638,4,2014-05-29,0,0,0,a,0
474223,19,5,2014-05-02,867,1,1,0,0
370157,86,7,2014-08-10,0,0,0,0,0
249391,1023,4,2014-12-18,965,1,1,0,0
422256,457,3,2014-06-18,554,1,1,0,1
227184,840,5,2015-01-09,983,1,1,0,0
715437,393,6,2013-09-28,584,1,0,0,0
572797,473,1,2014-02-03,761,1,1,0,0
220142,488,4,2015-01-15,323,1,1,0,0
698854,535,7,2013-10-13,0,0,0,0,0
743197,278,2,2013-09-03,857,1,0,0,0
274187,483,5,2014-11-21,515,1,0,0,0
507488,949,4,2014-04-03,530,1,1,0,0
235787,523,4,2015-01-01,0,0,0,a,1
782835,891,2,2013-07-30,1239,1,1,0,1
694812,953,4,2013-10-17,550,1,0,0,0
18658,819,3,2015-07-15,572,1,1,0,0
322698,359,2,2014-09-30,625,1,1,0,0
69135,6,6,2015-05-30,394,1,0,0,0
240057,1042,7,2014-12-28,0,0,0,0,0
730079,540,7,2013-09-15,0,0,0,0,0
520220,301,6,2014-03-22,489,1,0,0,0
194270,261,6,2015-02-07,590,1,0,0,0
256694,817,3,2014-12-10,3071,1,0,0,0
825424,1110,6,2013-06-22,347,1,0,0,0
32720,386,4,2015-07-02,533,1,1,0,1
680943,464,2,2013-10-29,1196,1,0,0,0
97676,672,2,2015-05-05,1221,1,1,0,0
727032,838,3,2013-09-18,689,1,0,0,0
66878,1094,2,2015-06-02,404,1,1,0,1
729146,722,1,2013-09-16,1484,1,0,0,0
413854,975,4,2014-06-26,768,1,0,0,0
315318,473,3,2014-10-08,440,1,1,0,1
77926,992,6,2015-05-23,466,1,0,0,0
407164,741,3,2014-07-02,1006,1,1,0,0
582814,455,6,2014-01-25,491,1,0,0,0
173413,589,4,2015-02-26,486,1,0,0,0
642689,120,1,2013-12-02,874,1,1,0,0
556756,42,1,2014-02-17,1336,1,1,0,0
338207,1013,7,2014-09-14,0,0,0,0,0
243635,852,3,2014-12-24,437,1,0,0,1
104739,1045,3,2015-04-29,982,1,1,0,0
673568,894,2,2013-11-05,1268,1,1,0,0
505721,297,5,2014-04-04,845,1,1,0,0
294425,90,4,2014-10-30,1057,1,0,0,0
468787,158,3,2014-05-07,578,1,1,0,0
643857,173,7,2013-12-01,0,0,0,0,0
230387,698,2,2015-01-06,2035,1,1,0,0
513172,1058,6,2014-03-29,483,1,0,0,0
721006,387,1,2013-09-23,1319,1,1,0,0
665460,591,2,2013-11-12,469,1,0,0,0
142532,928,4,2015-03-26,495,1,0,0,0
422539,740,3,2014-06-18,662,1,1,0,0
671176,732,4,2013-11-07,552,1,1,0,0
153963,94,7,2015-03-15,0,0,0,0,0
263572,92,2,2014-12-02,689,1,1,0,0
154392,523,7,2015-03-15,0,0,0,0,0
197777,423,3,2015-02-04,1642,1,1,0,1
425870,726,7,2014-06-15,0,0,0,0,0
521457,423,5,2014-03-21,2163,1,1,0,0
834409,60,4,2013-06-13,598,1,0,0,0
75088,384,1,2015-05-25,0,0,0,a,0
664291,537,3,2013-11-13,534,1,0,0,0
546048,484,4,2014-02-27,621,1,0,0,0
231571,767,1,2015-01-05,861,1,1,0,1
157891,677,4,2015-03-12,460,1,0,0,0
34256,807,3,2015-07-01,1046,1,1,0,0
177733,449,7,2015-02-22,0,0,0,0,0
83781,157,7,2015-05-17,0,0,0,0,0
197258,1019,4,2015-02-05,706,1,1,0,0
800667,883,7,2013-07-14,0,0,0,0,0
188924,490,4,2015-02-12,914,1,0,0,0
475289,1085,5,2014-05-02,1010,1,1,0,1
596440,701,1,2014-01-13,554,1,0,0,0
717609,335,4,2013-09-26,2670,1,1,0,0
350144,758,1,2014-09-01,750,1,1,0,1
693566,822,5,2013-10-18,540,1,0,0,1
142032,428,4,2015-03-26,448,1,0,0,0
179618,104,5,2015-02-20,1315,1,1,0,0
62038,714,6,2015-06-06,357,1,0,0,0
828108,449,3,2013-06-19,1611,1,1,0,0
6094,520,7,2015-07-26,0,0,0,0,0
508403,749,3,2014-04-02,812,1,1,0,0
851967,893,3,2013-05-29,828,1,1,0,1
810599,780,5,2013-07-05,830,1,1,0,0
809049,345,6,2013-07-06,371,1,0,0,0
419446,992,6,2014-06-21,442,1,0,0,0
433873,924,7,2014-06-08,0,0,0,0,0
334902,414,3,2014-09-17,383,1,1,0,0
732913,29,4,2013-09-12,588,1,1,0,0
784996,822,7,2013-07-28,0,0,0,0,0
178240,956,7,2015-02-22,0,0,0,0,0
159726,282,2,2015-03-10,618,1,0,0,0
664144,390,3,2013-11-13,973,1,0,0,0
628272,198,7,2013-12-15,0,0,0,0,0
734223,224,3,2013-09-11,458,1,1,0,0
338586,352,6,2014-09-13,593,1,0,0,0
518867,63,7,2014-03-23,0,0,0,0,0
522593,444,4,2014-03-20,949,1,1,0,0
440643,1004,1,2014-06-02,549,1,1,0,0
486062,708,2,2014-04-22,367,1,0,0,1
418622,168,6,2014-06-21,392,1,0,0,0
196459,220,4,2015-02-05,668,1,1,0,0
694128,269,4,2013-10-17,1035,1,0,0,0
216198,1004,1,2015-01-19,434,1,0,0,0
425143,1114,1,2014-06-16,3041,1,1,0,0
529198,359,5,2014-03-14,573,1,0,0,0
306776,329,5,2014-10-17,560,1,0,0,1
239344,200,7,2014-12-28,0,0,0,0,0
444378,279,4,2014-05-29,0,0,0,a,0
340351,230,4,2014-09-11,933,1,0,0,0
138304,45,7,2015-03-29,0,0,0,0,0
513356,127,5,2014-03-28,562,1,0,0,0
187736,417,5,2015-02-13,690,1,0,0,0
808292,703,7,2013-07-07,0,0,0,0,0
733001,117,4,2013-09-12,558,1,1,0,0
707254,15,6,2013-10-05,572,1,0,0,0
166433,299,3,2015-03-04,505,1,1,0,0
302958,238,2,2014-10-21,1172,1,1,0,0
369762,738,1,2014-08-11,642,1,0,0,1
378296,875,6,2014-08-02,372,1,0,0,0
76726,907,7,2015-05-24,0,0,0,0,0
465880,596,6,2014-05-10,635,1,0,0,0
657977,913,2,2013-11-19,1347,1,1,0,0
18724,885,3,2015-07-15,822,1,1,0,1
127057,1063,4,2015-04-09,482,1,0,0,0
847779,50,6,2013-06-01,417,1,0,0,0
665797,928,2,2013-11-12,482,1,0,0,0
775952,698,1,2013-08-05,2045,1,0,0,0
725707,628,4,2013-09-19,662,1,0,0,0
823544,345,7,2013-06-23,0,0,0,0,0
601898,584,3,2014-01-08,401,1,1,0,1
33614,165,3,2015-07-01,421,1,1,0,0
297148,1108,2,2014-10-28,528,1,0,0,1
124389,625,6,2015-04-11,471,1,0,0,0
84286,662,7,2015-05-17,0,0,0,0,0
838928,119,7,2013-06-09,0,0,0,0,0
802922,908,5,2013-07-12,340,1,0,0,1
88178,94,3,2015-05-13,745,1,0,0,0
489436,737,6,2014-04-19,852,1,0,0,0
117899,825,5,2015-04-17,478,1,1,0,0
71944,585,4,2015-05-28,639,1,0,0,0
369993,1007,1,2014-08-11,772,1,0,0,1
724987,1023,5,2013-09-20,603,1,0,0,0
798823,154,1,2013-07-15,910,1,1,0,1
627118,159,1,2013-12-16,1142,1,1,0,0
16343,734,5,2015-07-17,508,1,1,0,1
403413,728,7,2014-07-06,0,0,0,0,0
543205,986,7,2014-03-02,0,0,0,0,0
703370,591,3,2013-10-09,526,1,1,0,0
481960,1066,6,2014-04-26,1118,1,0,0,0
765728,509,3,2013-08-14,576,1,1,0,1
419869,300,5,2014-06-20,1157,1,1,0,0
378846,411,5,2014-08-01,785,1,1,0,1
109668,399,5,2015-04-24,492,1,0,0,0
337030,730,1,2014-09-15,937,1,1,0,0
231249,445,1,2015-01-05,1353,1,1,0,1
699150,831,7,2013-10-13,0,0,0,0,0
323554,267,1,2014-09-29,952,1,1,0,0
335964,566,2,2014-09-16,602,1,1,0,0
852693,504,2,2013-05-28,984,1,1,0,0
453020,1,3,2014-05-21,510,1,1,0,0
186843,639,6,2015-02-14,293,1,0,0,0
221763,994,3,2015-01-14,537,1,1,0,0
620857,588,7,2013-12-22,0,0,0,0,0
532163,1094,3,2014-03-12,303,1,0,0,0
512737,623,6,2014-03-29,622,1,0,0,0
21227,43,7,2015-07-12,0,0,0,0,0
144107,273,2,2015-03-24,671,1,0,0,0
33206,872,4,2015-07-02,642,1,1,0,1
834965,616,4,2013-06-13,776,1,0,0,0
381223,1020,3,2014-07-30,1094,1,1,0,1
287692,983,5,2014-11-07,1161,1,1,0,0
726052,973,4,2013-09-19,616,1,0,0,0
652362,873,7,2013-11-24,0,0,0,0,0
282579,458,3,2014-11-12,649,1,1,0,0
724891,927,5,2013-09-20,684,1,0,0,0
595462,838,2,2014-01-14,702,1,0,0,0
725128,49,4,2013-09-19,430,1,0,0,0
802196,182,5,2013-07-12,362,1,0,0,1
524383,4,2,2014-03-18,1344,1,1,0,0
483947,823,4,2014-04-24,550,1,0,0,1
5012,553,1,2015-07-27,702,1,1,0,0
421046,362,4,2014-06-19,0,0,1,a,0
31263,44,5,2015-07-03,687,1,1,0,0
31363,144,5,2015-07-03,752,1,1,0,0
662627,1103,5,2013-11-15,336,1,0,0,0
583727,253,5,2014-01-24,723,1,1,0,0
110140,871,5,2015-04-24,496,1,0,0,0
58288,309,2,2015-06-09,556,1,0,0,0
520540,621,6,2014-03-22,719,1,0,0,0
197988,634,3,2015-02-04,640,1,1,0,0
207217,943,2,2015-01-27,540,1,1,0,0
387076,202,3,2014-07-23,442,1,0,0,0
56015,266,4,2015-06-11,533,1,0,0,0
21879,695,7,2015-07-12,0,0,0,0,0
19031,77,2,2015-07-14,690,1,1,0,0
148606,312,5,2015-03-20,587,1,1,0,0
494566,292,1,2014-04-14,887,1,1,0,1
734097,98,3,2013-09-11,390,1,1,0,0
91192,878,1,2015-05-11,823,1,0,0,0
285722,866,7,2014-11-09,0,0,0,0,0
832608,489,6,2013-06-15,308,1,0,0,0
284271,252,1,2014-11-10,914,1,1,0,0
674606,817,1,2013-11-04,3546,1,1,0,0
712014,315,2,2013-10-01,504,1,0,0,0
589269,220,7,2014-01-19,0,0,0,0,0
497612,1108,6,2014-04-12,243,1,0,0,0
466556,157,5,2014-05-09,1066,1,1,0,0
654139,420,5,2013-11-22,403,1,1,0,0
603230,801,2,2014-01-07,485,1,1,0,0
378075,608,6,2014-08-02,435,1,0,0,0
261666,49,4,2014-12-04,672,1,1,0,0
539777,903,3,2014-03-05,809,1,1,0,1
544502,53,5,2014-02-28,582,1,0,0,0
468271,757,4,2014-05-08,540,1,1,0,0
745642,493,7,2013-09-01,0,0,0,0,0
563174,885,3,2014-02-12,646,1,0,0,0
39276,252,5,2015-06-26,704,1,0,0,0
17581,857,4,2015-07-16,901,1,1,0,0
782290,346,2,2013-07-30,716,1,1,0,1
754252,183,6,2013-08-24,356,1,0,0,0
415581,472,2,2014-06-24,542,1,0,0,0
150271,862,4,2015-03-19,1140,1,1,0,0
241617,676,5,2014-12-26,1954,1,0,c,1
829126,352,2,2013-06-18,614,1,1,0,0
349020,526,2,2014-09-02,1592,1,1,0,0
30001,1012,7,2015-07-05,0,0,0,0,0
56620,871,4,2015-06-11,432,1,0,0,0
91291,977,1,2015-05-11,468,1,0,0,0
312280,207,6,2014-10-11,968,1,0,0,0
570718,624,3,2014-02-05,694,1,1,0,0
269588,578,3,2014-11-26,674,1,1,0,0
366170,913,5,2014-08-15,909,1,0,0,1
314774,947,4,2014-10-09,1113,1,1,0,0
350510,71,7,2014-08-31,0,0,0,0,0
529621,782,5,2014-03-14,486,1,0,0,0
42999,630,2,2015-06-23,725,1,0,0,0
580138,9,1,2014-01-27,501,1,0,0,0
618602,563,2,2013-12-24,488,1,0,0,1
733513,629,4,2013-09-12,732,1,1,0,0
680764,285,2,2013-10-29,341,1,0,0,0
567177,428,6,2014-02-08,555,1,0,0,0
608825,821,4,2014-01-02,887,1,0,0,1
401695,907,2,2014-07-08,544,1,0,0,1
541895,791,1,2014-03-03,1019,1,1,0,0
23828,414,5,2015-07-10,493,1,0,0,0
182849,1105,3,2015-02-18,576,1,1,0,0
807646,57,7,2013-07-07,0,0,0,0,0
613562,1098,7,2013-12-29,0,0,0,0,0
68664,650,7,2015-05-31,0,0,0,0,0
714642,713,7,2013-09-29,0,0,0,0,0
650266,1007,2,2013-11-26,607,1,0,0,0
399642,688,4,2014-07-10,376,1,0,0,0
417552,213,7,2014-06-22,0,0,0,0,0
835188,839,4,2013-06-13,632,1,0,0,0
771852,1058,5,2013-08-09,633,1,0,0,1
811892,958,4,2013-07-04,610,1,1,0,1
405222,652,5,2014-07-04,767,1,1,0,0
654044,325,5,2013-11-22,689,1,1,0,0
37431,637,7,2015-06-28,0,0,0,0,0
388156,368,2,2014-07-22,582,1,0,0,0
30550,446,6,2015-07-04,297,1,0,0,0
94038,379,5,2015-05-08,554,1,1,0,0
446401,72,2,2014-05-27,394,1,0,0,0
346334,673,5,2014-09-05,586,1,1,0,1
4836,377,1,2015-07-27,1040,1,1,0,1
442548,679,6,2014-05-31,846,1,0,0,0
496549,45,6,2014-04-12,406,1,0,0,0
46823,1109,6,2015-06-20,283,1,0,0,0
95286,512,4,2015-05-07,1371,1,1,0,0
175538,484,2,2015-02-24,498,1,0,0,0
648000,971,4,2013-11-28,996,1,0,0,0
765927,708,3,2013-08-14,426,1,1,0,1
464556,387,7,2014-05-11,0,0,0,0,0
843404,135,3,2013-06-05,499,1,1,0,0
767856,407,1,2013-08-12,305,1,1,0,1
614337,758,6,2013-12-28,441,1,0,0,0
711403,819,3,2013-10-02,565,1,0,0,0
337483,152,7,2014-09-14,0,0,0,0,0
420535,966,5,2014-06-20,777,1,1,0,0
435783,604,5,2014-06-06,721,1,1,0,0
205144,1100,4,2015-01-29,606,1,1,0,0
713054,240,1,2013-09-30,458,1,0,0,1
522798,649,4,2014-03-20,356,1,1,0,0
381200,992,3,2014-07-30,721,1,1,0,1
256266,308,3,2014-12-10,851,1,0,0,0
777857,373,6,2013-08-03,316,1,0,0,0
152981,227,1,2015-03-16,743,1,1,0,0
732776,1007,5,2013-09-13,893,1,1,0,0
91394,1080,1,2015-05-11,966,1,0,0,0
134577,778,4,2015-04-02,815,1,1,0,1
16558,949,5,2015-07-17,531,1,1,0,1
678464,215,4,2013-10-31,616,1,0,0,1
133082,398,5,2015-04-03,0,0,1,b,1
313778,872,5,2014-10-10,732,1,1,0,1
89881,682,2,2015-05-12,1954,1,0,0,0
723822,973,6,2013-09-21,582,1,0,0,0
712939,125,1,2013-09-30,1850,1,0,0,1
558508,679,7,2014-02-16,0,0,0,0,0
554313,944,4,2014-02-20,1038,1,1,0,0
401962,104,1,2014-07-07,1439,1,0,0,0
176330,161,1,2015-02-23,813,1,0,0,0
160819,260,1,2015-03-09,918,1,0,0,0
68259,245,7,2015-05-31,0,0,0,0,0
845382,998,2,2013-06-04,607,1,1,0,0
161691,17,7,2015-03-08,0,0,0,0,0
349876,433,1,2014-09-01,899,1,1,0,0
710447,978,4,2013-10-03,0,0,0,a,0
253930,864,6,2014-12-13,453,1,0,0,0
256705,830,3,2014-12-10,594,1,0,0,0
214270,191,2,2015-01-20,632,1,0,0,0
55467,833,5,2015-06-12,434,1,0,0,0
388904,147,1,2014-07-21,730,1,0,0,1
582981,622,6,2014-01-25,242,1,0,0,0
213388,424,3,2015-01-21,728,1,0,0,0
511412,413,7,2014-03-30,0,0,0,0,0
330108,278,1,2014-09-22,764,1,0,0,0
749493,999,4,2013-08-29,816,1,1,0,0
9423,504,4,2015-07-23,831,1,0,0,1
674664,875,1,2013-11-04,698,1,1,0,0
195078,1069,6,2015-02-07,407,1,0,0,0
100577,228,6,2015-05-02,689,1,0,0,0
512385,271,6,2014-03-29,270,1,0,0,0
580870,741,1,2014-01-27,773,1,0,0,0
502778,699,1,2014-04-07,897,1,0,0,0
323001,726,2,2014-09-30,1297,1,1,0,0
561531,357,4,2014-02-13,938,1,0,0,0
389561,933,1,2014-07-21,801,1,0,0,1
661981,457,5,2013-11-15,372,1,0,0,0
380624,311,3,2014-07-30,797,1,1,0,1
702619,955,4,2013-10-10,459,1,1,0,0
812140,91,3,2013-07-03,667,1,1,0,0
312360,301,6,2014-10-11,478,1,0,0,0
259098,336,7,2014-12-07,0,0,0,0,0
412557,793,5,2014-06-27,378,1,0,0,0
313644,718,5,2014-10-10,946,1,1,0,0
273019,217,6,2014-11-22,598,1,0,0,0
578792,893,3,2014-01-29,755,1,0,0,0
595312,688,2,2014-01-14,361,1,0,0,0
553785,416,4,2014-02-20,1490,1,1,0,0
748821,327,4,2013-08-29,899,1,1,0,0
184345,371,1,2015-02-16,673,1,1,0,0
12369,105,1,2015-07-20,637,1,0,0,0
67471,572,1,2015-06-01,791,1,1,0,0
712068,369,2,2013-10-01,503,1,0,0,0
134977,63,3,2015-04-01,973,1,1,0,1
527700,1091,7,2014-03-16,0,0,0,0,0
522303,154,4,2014-03-20,717,1,1,0,0
142803,84,3,2015-03-25,1402,1,0,0,0
252886,737,7,2014-12-14,0,0,0,0,0
212414,565,4,2015-01-22,651,1,0,0,0
482228,219,5,2014-04-25,364,1,0,0,1
424075,46,1,2014-06-16,863,1,1,0,1
549404,495,1,2014-02-24,284,1,0,0,0
336919,590,1,2014-09-15,444,1,1,0,0
617311,387,3,2013-12-25,0,0,0,c,1
861044,1050,2,2013-05-21,457,1,0,0,0
362906,362,1,2014-08-18,1293,1,1,0,1
823310,111,7,2013-06-23,0,0,0,0,0
83508,999,1,2015-05-18,857,1,1,0,0
452268,364,4,2014-05-22,594,1,1,0,0
7226,537,6,2015-07-25,539,1,0,0,0
64068,514,4,2015-06-04,0,0,1,a,1
129983,644,1,2015-04-06,0,0,0,b,1
839909,1100,7,2013-06-09,0,0,0,0,0
216517,208,7,2015-01-18,0,0,0,0,0
181888,144,3,2015-02-18,680,1,1,0,1
373572,821,4,2014-08-07,869,1,1,0,1
155310,326,6,2015-03-14,510,1,0,0,0
489978,164,5,2014-04-18,0,0,1,b,1
74079,490,2,2015-05-26,1048,1,0,0,1
667592,493,7,2013-11-10,0,0,0,0,0
240210,107,6,2014-12-27,1040,1,0,0,1
270986,12,1,2014-11-24,1147,1,1,0,0
330029,187,1,2014-09-22,753,1,0,0,0
562767,478,3,2014-02-12,643,1,0,0,0
254677,639,5,2014-12-12,496,1,0,0,0
174398,459,3,2015-02-25,914,1,0,0,0
628920,846,7,2013-12-15,0,0,0,0,0
112427,928,3,2015-04-22,542,1,0,0,0
721741,7,7,2013-09-22,0,0,0,0,0
45628,1029,7,2015-06-21,0,0,0,0,0
18860,1021,3,2015-07-15,1151,1,1,0,0
676641,622,6,2013-11-02,281,1,0,0,0
608773,769,4,2014-01-02,2775,1,0,0,1
294579,280,4,2014-10-30,511,1,0,0,1
86589,735,5,2015-05-15,523,1,0,0,1
817434,925,6,2013-06-29,1203,1,0,0,0
863474,135,6,2013-05-18,596,1,0,0,0
386679,839,4,2014-07-24,537,1,0,0,1
462122,183,2,2014-05-13,607,1,0,0,0
805145,901,3,2013-07-10,597,1,0,0,1
